event_id,customer_id,asset_id,event_type,gross_amount,fee_amount,net_amount,event_timestamp,period_date,settlement_date,status,source_system,product_line,metadata_json,created_at
FE000550,CUST013,ASSET_USDT,stablecoin_transfer_in,1903504.78,951.75239,1902553.02761,2025-01-05 03:51:01,2025-01-01,2025-01-01,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_940718"", ""custodian_ref"": ""CREF_121391""}",2025-01-05 03:51:01
FE000481,CUST012,ASSET_ADA,staking_reward_earned,500.48519599,50.0485196,450.43667639,2024-07-22 14:23:06,2024-07-01,2024-08-02,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_649074"", ""custodian_ref"": ""CREF_826030""}",2024-07-22 14:23:06
FE000739,CUST017,ASSET_ATOM,custody_fee_charge,51.7425681,1.03485136,50.70771674,2025-02-01 00:47:27,2025-02-01,2025-02-04,settled,billing_system,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_497964"", ""custodian_ref"": ""CREF_968271""}",2025-02-01 00:47:27
FE000740,CUST017,ASSET_ADA,custody_withdrawal,878.7251227,0.87872512,877.84639758,2025-02-22 10:12:05,2025-02-01,2025-02-01,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_561903"", ""custodian_ref"": ""CREF_496850""}",2025-02-22 10:12:05
FE000342,CUST009,ASSET_AVAX,staking_reward_settled,58.0152336,5.80152336,52.21371024,2024-11-16 19:04:29,2024-11-01,2024-12-01,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_108830"", ""custodian_ref"": ""CREF_911552""}",2024-11-16 19:04:29
FE000238,CUST006,ASSET_USDT,stablecoin_transfer_out,2200441.65,1100.220825,2199341.429175,2025-01-20 10:58:32,2025-01-01,2025-01-04,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_932037"", ""custodian_ref"": ""CREF_633408""}",2025-01-20 10:58:32
FE000525,CUST012,ASSET_ATOM,staking_reward_settled,959.59116895,95.9591169,863.63205205,2025-06-23 08:18:41,2025-06-01,2025-07-01,pending,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_912161"", ""custodian_ref"": ""CREF_401220""}",2025-06-23 08:18:41
FE000145,CUST004,ASSET_AVAX,staking_reward_settled,632.16023171,63.21602317,568.94420854,2025-06-21 07:38:26,2025-06-01,2025-07-03,pending,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_482615"", ""custodian_ref"": ""CREF_267868""}",2025-06-21 07:38:26
FE000316,CUST009,ASSET_DOT,custody_withdrawal,895.99539001,0.89599539,895.09939462,2025-03-01 19:16:11,2025-03-01,2025-03-02,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_136371"", ""custodian_ref"": ""CREF_560625""}",2025-03-01 19:16:11
FE000843,CUST019,ASSET_SOL,staking_reward_settled,5.88966001,0.588966,5.30069401,2024-11-16 15:09:21,2024-11-01,2024-11-30,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_852596"", ""custodian_ref"": ""CREF_719719""}",2024-11-16 15:09:21
FE000103,CUST003,ASSET_BTC,custody_fee_charge,2.47461734,0.04949235,2.42512499,2024-12-01 23:13:11,2024-12-01,2024-12-01,settled,billing_system,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_349910"", ""custodian_ref"": ""CREF_871705""}",2024-12-01 23:13:11
FE000480,CUST012,ASSET_SOL,staking_reward_earned,88.30448986,8.83044899,79.47404087,2024-07-19 14:01:05,2024-07-01,2024-07-28,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_738274"", ""custodian_ref"": ""CREF_935864""}",2024-07-19 14:01:05
FE000628,CUST014,ASSET_AVAX,custody_deposit,966.24315713,0.96624316,965.27691397,2024-08-25 00:33:04,2024-08-01,2024-08-04,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_196219"", ""custodian_ref"": ""CREF_103801""}",2024-08-25 00:33:04
FE000137,CUST004,ASSET_USDT,stablecoin_transfer_out,1042332.68,521.16634,1041811.51366,2025-04-16 17:48:05,2025-04-01,2025-04-01,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_882361"", ""custodian_ref"": ""CREF_158077""}",2025-04-16 17:48:05
FE000492,CUST012,ASSET_USDC,stablecoin_transfer_out,4210901.97,2105.450985,4208796.519015,2024-08-15 16:11:59,2024-08-01,2024-08-02,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_773621"", ""custodian_ref"": ""CREF_913633""}",2024-08-15 16:11:59
FE000181,CUST005,ASSET_USDT,stablecoin_transfer_out,2526194.16,1263.09708,2524931.06292,2025-05-25 22:50:30,2025-05-01,2025-05-02,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_299591"", ""custodian_ref"": ""CREF_587660""}",2025-05-25 22:50:30
FE000721,CUST016,ASSET_SOL,staking_reward_settled,28.56832332,2.85683233,25.71149099,2025-01-10 16:21:25,2025-01-01,2025-01-31,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_294845"", ""custodian_ref"": ""CREF_324465""}",2025-01-10 16:21:25
FE000089,CUST002,ASSET_AVAX,staking_fee_charge,901.6050431,90.16050431,811.44453879,2024-10-25 13:25:22,2024-10-01,2024-10-28,settled,billing_system,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_614817"", ""custodian_ref"": ""CREF_991940""}",2024-10-25 13:25:22
FE000627,CUST014,ASSET_ADA,custody_fee_charge,141.03111975,2.8206224,138.21049735,2024-08-06 17:33:34,2024-08-01,2024-08-03,settled,billing_system,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_744299"", ""custodian_ref"": ""CREF_710726""}",2024-08-06 17:33:34
FE000370,CUST010,ASSET_AVAX,staking_reward_settled,749.02727453,74.90272745,674.12454708,2024-08-24 16:31:35,2024-08-01,2024-09-01,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_119172"", ""custodian_ref"": ""CREF_775303""}",2024-08-24 16:31:35
FE000686,CUST016,ASSET_AVAX,custody_fee_charge,117.3298459,2.34659692,114.98324898,2024-11-24 11:26:31,2024-11-01,2024-11-03,settled,billing_system,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_545236"", ""custodian_ref"": ""CREF_737831""}",2024-11-24 11:26:31
FE000158,CUST004,ASSET_ADA,staking_fee_charge,684.76390672,68.47639067,616.28751605,2024-08-08 03:48:00,2024-08-01,2024-09-01,settled,billing_system,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_228873"", ""custodian_ref"": ""CREF_677375""}",2024-08-08 03:48:00
FE000176,CUST004,ASSET_ETH,custody_deposit,32.43636618,0.03243637,32.40392981,2025-02-11 09:22:47,2025-02-01,2025-02-01,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_218814"", ""custodian_ref"": ""CREF_559433""}",2025-02-11 09:22:47
FE000716,CUST016,ASSET_USDC,stablecoin_transfer_in,2971890.0,1485.945,2970404.055,2025-06-27 13:37:33,2025-06-01,2025-06-02,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_864538"", ""custodian_ref"": ""CREF_255865""}",2025-06-27 13:37:33
FE000003,CUST001,ASSET_ETH,custody_withdrawal,78.6352252,0.07863523,78.55658997,2025-05-02 16:37:55,2025-05-01,2025-05-02,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_813100"", ""custodian_ref"": ""CREF_471421""}",2025-05-02 16:37:55
FE000104,CUST003,ASSET_DOT,custody_withdrawal,529.05949405,0.52905949,528.53043456,2024-10-15 18:40:03,2024-10-01,2024-10-04,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_545173"", ""custodian_ref"": ""CREF_542529""}",2024-10-15 18:40:03
FE000523,CUST012,ASSET_AVAX,staking_fee_charge,188.10757619,18.81075762,169.29681857,2025-06-24 02:43:22,2025-06-01,2025-06-30,settled,billing_system,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_438844"", ""custodian_ref"": ""CREF_271600""}",2025-06-24 02:43:22
FE000323,CUST009,ASSET_USDT,custody_deposit,30.35167415,0.03035167,30.32132248,2024-07-07 11:48:43,2024-07-01,2024-07-03,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_146505"", ""custodian_ref"": ""CREF_286772""}",2024-07-07 11:48:43
FE000066,CUST002,ASSET_USDT,stablecoin_transfer_in,1667919.9,833.95995,1667085.94005,2024-11-05 13:07:20,2024-11-01,2024-11-03,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_224930"", ""custodian_ref"": ""CREF_131638""}",2024-11-05 13:07:20
FE000062,CUST002,ASSET_AVAX,staking_fee_charge,635.28995761,63.52899576,571.76096185,2024-08-06 20:41:07,2024-08-01,2024-08-30,settled,billing_system,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_825201"", ""custodian_ref"": ""CREF_531880""}",2024-08-06 20:41:07
FE000039,CUST002,ASSET_USDC,stablecoin_transfer_out,317941.25,158.970625,317782.279375,2024-12-07 14:57:26,2024-12-01,2024-12-03,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_313072"", ""custodian_ref"": ""CREF_230001""}",2024-12-07 14:57:26
FE000460,CUST011,ASSET_ETH,custody_deposit,28.34668376,0.02834668,28.31833708,2024-12-10 00:24:10,2024-12-01,2024-12-04,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_635320"", ""custodian_ref"": ""CREF_272606""}",2024-12-10 00:24:10
FE000465,CUST011,ASSET_MATIC,custody_withdrawal,102.7266954,0.1027267,102.6239687,2024-07-23 00:31:16,2024-07-01,2024-07-01,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_762647"", ""custodian_ref"": ""CREF_143740""}",2024-07-23 00:31:16
FE000734,CUST016,ASSET_MATIC,custody_fee_charge,625.51105414,12.51022108,613.00083306,2025-03-20 17:00:32,2025-03-01,2025-03-04,settled,billing_system,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_866667"", ""custodian_ref"": ""CREF_493554""}",2025-03-20 17:00:32
FE000905,CUST020,ASSET_DOT,staking_fee_charge,405.80423979,40.58042398,365.22381581,2024-10-11 07:15:18,2024-10-01,2024-10-30,settled,billing_system,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_566326"", ""custodian_ref"": ""CREF_751904""}",2024-10-11 07:15:18
FE000163,CUST004,ASSET_SOL,staking_reward_settled,30.10482746,3.01048275,27.09434471,2024-09-15 08:47:36,2024-09-01,2024-10-01,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_528263"", ""custodian_ref"": ""CREF_339988""}",2024-09-15 08:47:36
FE000386,CUST010,ASSET_ATOM,custody_deposit,778.0902572,0.77809026,777.31216694,2025-05-22 09:16:34,2025-05-01,2025-05-04,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_280857"", ""custodian_ref"": ""CREF_772582""}",2025-05-22 09:16:34
FE000337,CUST009,ASSET_ATOM,staking_reward_earned,486.84136321,48.68413632,438.15722689,2024-12-08 14:04:23,2024-12-01,2024-12-30,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_546870"", ""custodian_ref"": ""CREF_907555""}",2024-12-08 14:04:23
FE000411,CUST011,ASSET_MATIC,custody_fee_charge,396.27140489,7.9254281,388.34597679,2025-02-03 07:30:03,2025-02-01,2025-02-02,settled,billing_system,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_828137"", ""custodian_ref"": ""CREF_148571""}",2025-02-03 07:30:03
FE000237,CUST006,ASSET_ADA,staking_reward_settled,470.3923914,47.03923914,423.35315226,2025-01-08 07:09:56,2025-01-01,2025-01-31,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_529314"", ""custodian_ref"": ""CREF_231464""}",2025-01-08 07:09:56
FE000464,CUST011,ASSET_AVAX,staking_reward_settled,691.93574186,69.19357419,622.74216767,2024-07-21 08:05:32,2024-07-01,2024-08-01,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_125703"", ""custodian_ref"": ""CREF_476288""}",2024-07-21 08:05:32
FE000906,CUST020,ASSET_ATOM,staking_fee_charge,266.23978352,26.62397835,239.61580517,2024-10-17 09:18:29,2024-10-01,2024-11-02,settled,billing_system,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_106347"", ""custodian_ref"": ""CREF_400568""}",2024-10-17 09:18:29
FE000400,CUST010,ASSET_USDT,stablecoin_transfer_out,4434208.15,2217.104075,4431991.045925,2025-06-13 07:30:46,2025-06-01,2025-06-03,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_602625"", ""custodian_ref"": ""CREF_353043""}",2025-06-13 07:30:46
FE000545,CUST013,ASSET_BTC,custody_fee_charge,1.08521684,0.02170434,1.0635125,2025-01-17 11:28:45,2025-01-01,2025-01-02,settled,billing_system,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_696325"", ""custodian_ref"": ""CREF_261073""}",2025-01-17 11:28:45
FE000279,CUST008,ASSET_SOL,custody_withdrawal,58.0396508,0.05803965,57.98161115,2025-01-16 02:31:21,2025-01-01,2025-01-03,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_300952"", ""custodian_ref"": ""CREF_258501""}",2025-01-16 02:31:21
FE000347,CUST009,ASSET_AVAX,staking_reward_earned,606.29865988,60.62986599,545.66879389,2025-05-23 07:24:51,2025-05-01,2025-05-30,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_562586"", ""custodian_ref"": ""CREF_754596""}",2025-05-23 07:24:51
FE000453,CUST011,ASSET_USDC,custody_deposit,5.46135584,0.00546136,5.45589448,2024-09-11 17:18:32,2024-09-01,2024-09-04,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_401147"", ""custodian_ref"": ""CREF_352546""}",2024-09-11 17:18:32
FE000549,CUST013,ASSET_ATOM,custody_withdrawal,641.50513582,0.64150514,640.86363068,2025-01-11 12:56:04,2025-01-01,2025-01-04,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_746196"", ""custodian_ref"": ""CREF_972253""}",2025-01-11 12:56:04
FE000414,CUST011,ASSET_USDT,stablecoin_transfer_out,1073242.01,536.621005,1072705.388995,2025-03-26 20:42:02,2025-03-01,2025-03-04,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_187479"", ""custodian_ref"": ""CREF_982334""}",2025-03-26 20:42:02
FE000942,CUST020,ASSET_BTC,custody_deposit,4.12961926,0.00412962,4.12548964,2025-06-12 10:33:38,2025-06-01,2025-06-04,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_902505"", ""custodian_ref"": ""CREF_741671""}",2025-06-12 10:33:38
FE000844,CUST019,ASSET_USDC,stablecoin_transfer_in,1813376.03,906.688015,1812469.341985,2024-11-22 21:40:54,2024-11-01,2024-11-03,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_341107"", ""custodian_ref"": ""CREF_341281""}",2024-11-22 21:40:54
FE000865,CUST019,ASSET_MATIC,custody_deposit,100.71718551,0.10071719,100.61646832,2024-08-28 07:36:41,2024-08-01,2024-08-04,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_792538"", ""custodian_ref"": ""CREF_813570""}",2024-08-28 07:36:41
FE000886,CUST019,ASSET_USDT,stablecoin_transfer_in,3600679.29,1800.339645,3598878.950355,2024-09-26 21:54:52,2024-09-01,2024-09-01,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_739339"", ""custodian_ref"": ""CREF_412115""}",2024-09-26 21:54:52
FE000044,CUST002,ASSET_ATOM,staking_reward_earned,503.79925418,50.37992542,453.41932876,2025-02-24 09:09:29,2025-02-01,2025-03-02,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_316145"", ""custodian_ref"": ""CREF_878715""}",2025-02-24 09:09:29
FE000524,CUST012,ASSET_ETH,staking_reward_earned,80.60176953,8.06017695,72.54159258,2025-06-13 08:46:14,2025-06-01,2025-06-28,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_121464"", ""custodian_ref"": ""CREF_790873""}",2025-06-13 08:46:14
FE000893,CUST020,ASSET_ATOM,custody_deposit,104.83761332,0.10483761,104.73277571,2024-11-05 06:24:54,2024-11-01,2024-11-01,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_259745"", ""custodian_ref"": ""CREF_386469""}",2024-11-05 06:24:54
FE000399,CUST010,ASSET_ATOM,staking_reward_earned,947.49828161,94.74982816,852.74845345,2025-06-27 06:35:43,2025-06-01,2025-06-30,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_317902"", ""custodian_ref"": ""CREF_856034""}",2025-06-27 06:35:43
FE000787,CUST017,ASSET_MATIC,custody_fee_charge,978.84368752,19.57687375,959.26681377,2025-05-22 05:27:16,2025-05-01,2025-05-04,settled,billing_system,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_417419"", ""custodian_ref"": ""CREF_807648""}",2025-05-22 05:27:16
FE000368,CUST010,ASSET_AVAX,staking_reward_earned,717.32265959,71.73226596,645.59039363,2025-03-03 22:54:17,2025-03-01,2025-04-01,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_974955"", ""custodian_ref"": ""CREF_413877""}",2025-03-03 22:54:17
FE000487,CUST012,ASSET_BTC,custody_deposit,1.24187926,0.00124188,1.24063738,2025-02-17 06:16:35,2025-02-01,2025-02-01,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_860092"", ""custodian_ref"": ""CREF_104597""}",2025-02-17 06:16:35
FE000920,CUST020,ASSET_DOT,staking_fee_charge,63.05465621,6.30546562,56.74919059,2025-02-26 17:48:59,2025-02-01,2025-03-05,settled,billing_system,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_416662"", ""custodian_ref"": ""CREF_452332""}",2025-02-26 17:48:59
FE000052,CUST002,ASSET_MATIC,staking_reward_earned,999.66139713,99.96613971,899.69525742,2024-09-04 04:56:28,2024-09-01,2024-10-01,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_703616"", ""custodian_ref"": ""CREF_840949""}",2024-09-04 04:56:28
FE000890,CUST019,ASSET_DOT,custody_fee_charge,258.20605905,5.16412118,253.04193787,2024-09-19 05:26:11,2024-09-01,2024-09-01,settled,billing_system,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_679471"", ""custodian_ref"": ""CREF_917743""}",2024-09-19 05:26:11
FE000382,CUST010,ASSET_USDC,stablecoin_transfer_in,4142096.45,2071.048225,4140025.401775,2025-05-06 00:45:57,2025-05-01,2025-05-03,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_450187"", ""custodian_ref"": ""CREF_127666""}",2025-05-06 00:45:57
FE000923,CUST020,ASSET_ATOM,staking_reward_settled,918.830243,91.8830243,826.9472187,2025-04-06 23:15:48,2025-04-01,2025-04-28,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_879688"", ""custodian_ref"": ""CREF_374371""}",2025-04-06 23:15:48
FE000170,CUST004,ASSET_USDC,stablecoin_transfer_in,3073848.12,1536.92406,3072311.19594,2024-12-17 14:51:19,2024-12-01,2024-12-03,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_630542"", ""custodian_ref"": ""CREF_883818""}",2024-12-17 14:51:19
FE000609,CUST014,ASSET_ADA,staking_reward_earned,187.9947555,18.79947555,169.19527995,2025-01-12 16:28:47,2025-01-01,2025-02-02,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_288428"", ""custodian_ref"": ""CREF_704546""}",2025-01-12 16:28:47
FE000710,CUST016,ASSET_AVAX,custody_withdrawal,398.12772928,0.39812773,397.72960155,2025-05-14 01:41:15,2025-05-01,2025-05-01,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_356220"", ""custodian_ref"": ""CREF_628123""}",2025-05-14 01:41:15
FE000081,CUST002,ASSET_AVAX,custody_withdrawal,17.0628268,0.01706283,17.04576397,2024-07-10 22:53:01,2024-07-01,2024-07-02,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_456428"", ""custodian_ref"": ""CREF_134950""}",2024-07-10 22:53:01
FE000228,CUST006,ASSET_USDC,stablecoin_transfer_in,3018672.62,1509.33631,3017163.28369,2024-07-15 07:38:25,2024-07-01,2024-07-02,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_441062"", ""custodian_ref"": ""CREF_871691""}",2024-07-15 07:38:25
FE000499,CUST012,ASSET_DOT,custody_deposit,332.72100064,0.332721,332.38827964,2025-03-10 13:24:08,2025-03-01,2025-03-04,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_222520"", ""custodian_ref"": ""CREF_729039""}",2025-03-10 13:24:08
FE000505,CUST012,ASSET_USDC,stablecoin_transfer_in,1797176.06,898.58803,1796277.47197,2024-09-14 20:32:47,2024-09-01,2024-09-03,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_541731"", ""custodian_ref"": ""CREF_295785""}",2024-09-14 20:32:47
FE000742,CUST017,ASSET_BTC,custody_withdrawal,2.13709258,0.00213709,2.13495549,2025-02-28 19:28:21,2025-02-01,2025-02-04,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_580426"", ""custodian_ref"": ""CREF_448546""}",2025-02-28 19:28:21
FE000912,CUST020,ASSET_ATOM,custody_deposit,714.11450211,0.7141145,713.40038761,2024-12-15 22:50:29,2024-12-01,2024-12-04,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_408818"", ""custodian_ref"": ""CREF_957654""}",2024-12-15 22:50:29
FE000902,CUST020,ASSET_ADA,staking_reward_earned,344.87803992,34.48780399,310.39023593,2024-10-12 23:22:22,2024-10-01,2024-10-31,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_245523"", ""custodian_ref"": ""CREF_447983""}",2024-10-12 23:22:22
FE000105,CUST003,ASSET_USDT,stablecoin_transfer_out,2358764.48,1179.38224,2357585.09776,2024-10-25 01:45:59,2024-10-01,2024-10-02,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_202333"", ""custodian_ref"": ""CREF_183333""}",2024-10-25 01:45:59
FE000189,CUST005,ASSET_ATOM,staking_reward_settled,840.32608787,84.03260879,756.29347908,2024-08-26 14:10:17,2024-08-01,2024-09-02,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_940482"", ""custodian_ref"": ""CREF_768476""}",2024-08-26 14:10:17
FE000949,CUST020,ASSET_BTC,custody_withdrawal,0.02976886,2.977e-05,0.02973909,2025-01-21 09:59:21,2025-01-01,2025-01-02,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_412419"", ""custodian_ref"": ""CREF_242988""}",2025-01-21 09:59:21
FE000203,CUST005,ASSET_ADA,custody_withdrawal,628.55447099,0.62855447,627.92591652,2024-10-26 10:33:28,2024-10-01,2024-10-03,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_258595"", ""custodian_ref"": ""CREF_321490""}",2024-10-26 10:33:28
FE000389,CUST010,ASSET_USDC,custody_fee_charge,107.06474728,2.14129495,104.92345233,2024-11-19 02:37:07,2024-11-01,2024-11-03,settled,billing_system,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_508515"", ""custodian_ref"": ""CREF_302422""}",2024-11-19 02:37:07
FE000827,CUST018,ASSET_SOL,staking_reward_settled,2.57796927,0.25779693,2.32017234,2025-04-27 17:11:01,2025-04-01,2025-05-02,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_925781"", ""custodian_ref"": ""CREF_585499""}",2025-04-27 17:11:01
FE000366,CUST010,ASSET_SOL,custody_fee_charge,8.49136017,0.1698272,8.32153297,2025-03-06 16:57:49,2025-03-01,2025-03-02,settled,billing_system,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_170580"", ""custodian_ref"": ""CREF_192293""}",2025-03-06 16:57:49
FE000569,CUST014,ASSET_ATOM,custody_deposit,204.63613098,0.20463613,204.43149485,2024-10-06 17:38:00,2024-10-01,2024-10-03,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_614579"", ""custodian_ref"": ""CREF_843798""}",2024-10-06 17:38:00
FE000933,CUST020,ASSET_DOT,staking_fee_charge,730.49136095,73.04913609,657.44222486,2025-03-10 17:23:10,2025-03-01,2025-04-02,settled,billing_system,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_507329"", ""custodian_ref"": ""CREF_153783""}",2025-03-10 17:23:10
FE000218,CUST006,ASSET_MATIC,custody_withdrawal,181.45246888,0.18145247,181.27101641,2025-05-12 01:06:24,2025-05-01,2025-05-01,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_364642"", ""custodian_ref"": ""CREF_441327""}",2025-05-12 01:06:24
FE000110,CUST003,ASSET_USDT,stablecoin_transfer_out,1816938.75,908.469375,1816030.280625,2024-10-02 05:06:42,2024-10-01,2024-10-03,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_943606"", ""custodian_ref"": ""CREF_646481""}",2024-10-02 05:06:42
FE000947,CUST020,ASSET_BTC,custody_withdrawal,9.82062672,0.00982063,9.81080609,2025-01-27 01:53:09,2025-01-01,2025-01-02,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_674186"", ""custodian_ref"": ""CREF_517223""}",2025-01-27 01:53:09
FE000280,CUST008,ASSET_MATIC,staking_reward_earned,682.58727851,68.25872785,614.32855066,2025-01-28 15:44:50,2025-01-01,2025-02-01,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_810609"", ""custodian_ref"": ""CREF_905761""}",2025-01-28 15:44:50
FE000473,CUST012,ASSET_USDT,stablecoin_transfer_out,4388263.73,2194.131865,4386069.598135,2025-01-08 21:48:02,2025-01-01,2025-01-02,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_234980"", ""custodian_ref"": ""CREF_308116""}",2025-01-08 21:48:02
FE000508,CUST012,ASSET_SOL,staking_reward_earned,48.1558985,4.81558985,43.34030865,2025-04-12 00:41:25,2025-04-01,2025-05-03,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_132982"", ""custodian_ref"": ""CREF_154826""}",2025-04-12 00:41:25
